City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,port lincoln,-34.7333,135.8667,54.5,67,78,5.01,AU,1657358160
1,castro,-24.7911,-50.0119,53.76,95,86,7.09,BR,1657358161
2,loikaw,19.6742,97.2094,79.23,78,100,3.62,MM,1657358161
3,codrington,-38.2667,141.9667,47.61,83,6,3.51,AU,1657358161
4,nossa senhora da gloria,-10.2183,-37.4203,63.7,95,38,4.45,BR,1657358162
5,nikolskoye,59.7035,30.7861,76.87,49,44,10.47,RU,1657358162
6,provideniya,64.3833,-173.3,50.54,86,100,4.76,RU,1657358162
7,east london,-33.0153,27.9116,76.14,29,0,2.3,ZA,1657358100
8,punta arenas,-53.15,-70.9167,32.11,80,40,6.91,CL,1657358163
9,butaritari,3.0707,172.7902,82.08,76,54,12.08,KI,1657358163
10,khandyga,62.6667,135.6,69.13,56,100,5.66,RU,1657358107
11,luderitz,-26.6481,15.1594,59.56,78,3,14.85,NA,1657358164
12,baykit,61.67,96.37,76.64,32,95,5.14,RU,1657358164
13,sorong,-0.8833,131.25,79.75,87,100,9.75,ID,1657358164
14,bundaberg,-24.85,152.35,52.21,78,0,6.44,AU,1657358164
15,kaitangata,-46.2817,169.8464,39.27,71,100,7.02,NZ,1657358164
16,ushuaia,-54.8,-68.3,29.86,100,100,18.41,AR,1657357938
17,bredasdorp,-34.5322,20.0403,65.7,40,12,5.77,ZA,1657358165
18,lavrentiya,65.5833,-171,49.06,83,100,6.08,RU,1657358165
19,albany,42.6001,-73.9662,61.41,85,1,3.15,US,1657358165
20,kavieng,-2.5744,150.7967,82.49,72,30,14.99,PG,1657358166
21,cape town,-33.9258,18.4232,64.11,63,0,13.8,ZA,1657358102
22,atuona,-9.8,-139.0333,77.86,79,3,15.97,PF,1657358166
23,flagstaff,35.1981,-111.6513,71.26,37,0,6.91,US,1657358166
24,richards bay,-28.783,32.0377,75.04,48,0,12.97,ZA,1657358095
25,hermanus,-34.4187,19.2345,62.56,61,70,5.3,ZA,1657358003
26,turayf,31.6725,38.6637,93.02,6,0,12.35,SA,1657357867
27,mataura,-46.1927,168.8643,41.49,91,100,0.78,NZ,1657358167
28,georgetown,5.4112,100.3354,91.35,62,20,6.91,MY,1657358167
29,kastrakion,39.7156,21.6181,75.2,54,63,7.43,GR,1657358168
30,aklavik,68.2191,-135.0107,50.4,80,20,14.79,CA,1657358168
31,qaanaaq,77.484,-69.3632,38.77,86,100,1.77,GL,1657358168
32,dunedin,-45.8742,170.5036,41.81,63,100,5.01,NZ,1657358130
33,cervo,43.6702,-7.4101,68.83,74,2,11.25,ES,1657358169
34,esperance,-33.8667,121.9,67.71,41,94,20.76,AU,1657358169
35,vaini,-21.2,-175.2,74.7,74,27,19.22,TO,1657358169
36,waipawa,-41.4122,175.5153,46.62,87,97,14.2,NZ,1657358170
37,ribeira grande,38.5167,-28.7,68.4,73,75,6.91,PT,1657358170
38,kieta,-6.2167,155.6333,78.1,76,78,4.94,PG,1657358170
39,tuktoyaktuk,69.4541,-133.0374,40.1,90,76,10.63,CA,1657358170
40,tessalit,20.1986,1.0114,101.14,6,14,8.5,ML,1657358171
41,rikitea,-23.1203,-134.9692,74.91,79,76,18.59,PF,1657358147
42,kapaa,22.0752,-159.319,79.12,83,100,16.11,US,1657358171
43,port lavaca,28.615,-96.6261,83.98,87,0,3.44,US,1657358171
44,yellowknife,62.456,-114.3525,66.72,52,75,10.36,CA,1657358171
45,chapais,49.7834,-74.8492,44.38,95,5,4.27,CA,1657358172
46,mahebourg,-20.4081,57.7,71.89,64,40,13.8,MU,1657358172
47,koumac,-20.5667,164.2833,76.53,82,37,3.4,NC,1657358172
48,marzuq,14.4,46.4667,80.69,37,100,12.97,YE,1657358172
49,bluff,-46.6,168.3333,41.81,59,100,15.14,NZ,1657358172
50,champerico,14.3,-91.9167,77.36,87,3,5.19,GT,1657358174
51,coihaique,-45.5752,-72.0662,35.55,100,100,3.44,CL,1657357959
52,eugene,44.0521,-123.0867,59.38,89,20,3.44,US,1657358174
53,solginskiy,61.05,41.3428,73.87,38,65,5.79,RU,1657358174
54,nova granada,-20.5339,-49.3142,61.05,61,5,6.55,BR,1657358174
55,kindu,-2.95,25.95,92.5,23,1,4.52,CD,1657358026
56,zharkent,44.1628,80,90.36,17,3,17.29,KZ,1657358160
57,moyale,3.5167,39.0584,70.9,51,87,18.32,KE,1657358175
58,longonjo,-12.9067,15.2533,74.26,27,36,5.03,AO,1657358175
59,kahului,20.8947,-156.47,78.82,74,75,16.11,US,1657358065
60,carnarvon,-24.8667,113.6333,72.82,48,0,13.78,AU,1657358175
61,puerto ayora,-0.7393,-90.3518,69.55,93,77,5.01,EC,1657358176
62,mezen,65.8522,44.24,66.94,44,88,8.46,RU,1657358176
63,hobart,-42.8794,147.3294,49.86,84,75,5.75,AU,1657358176
64,sangar,63.9242,127.4739,64.69,55,71,3.18,RU,1657358177
65,kharp,66.8014,65.8081,68.85,56,65,15.64,RU,1657358177
66,dingle,10.9995,122.6711,82.11,84,100,10.11,PH,1657358178
67,jasper,37.2001,-94.3502,75.25,86,0,3.44,US,1657358147
68,sawtell,-30.3833,153.1,48.22,87,99,5.75,AU,1657358178
69,longyearbyen,78.2186,15.6401,49.84,46,20,11.5,SJ,1657358178
70,yerbogachen,61.2767,108.0108,69.57,41,12,5.46,RU,1657358178
71,angren,41.0167,70.1436,84.36,18,96,8.21,UZ,1657358179
72,celestun,20.8667,-90.4,77.25,84,16,10.74,MX,1657358179
73,fare,-16.7,-151.0167,78.3,75,4,14.18,PF,1657358179
74,arraial do cabo,-22.9661,-42.0278,60.66,94,0,3.44,BR,1657358180
75,svay rieng,11.0879,105.7993,85.78,65,100,9.44,KH,1657358180
76,karachi,24.9056,67.0822,82.22,89,75,12.66,PK,1657357991
77,makakilo city,21.3469,-158.0858,75,80,100,10.36,US,1657357964
78,adrar,20.5022,-10.0711,94.98,23,0,17.81,MR,1657358180
79,la libertad,-2.2333,-80.9,68.14,85,100,9.51,EC,1657358180
80,ahuimanu,21.4447,-157.8378,76.19,84,75,10.36,US,1657358181
81,yanam,16.7333,82.2167,77.59,87,99,12.24,IN,1657358181
82,busselton,-33.65,115.3333,61.18,81,89,22.48,AU,1657358181
83,palaia fokaia,37.72,23.9463,80.76,62,3,20.76,GR,1657358182
84,kirakira,-10.4544,161.9205,79.25,82,74,7.83,SB,1657358182
85,malaya vishera,58.8454,32.2222,73.98,44,69,8.97,RU,1657358166
86,victoria,22.2855,114.1577,94.17,81,39,11.01,HK,1657357884
87,barrow,71.2906,-156.7887,39.22,87,0,11.5,US,1657358182
88,genhe,50.7833,121.5167,57.92,93,99,5.46,CN,1657358182
89,katsuura,35.1333,140.3,76.3,88,100,13.22,JP,1657358183
90,hasaki,35.7333,140.8333,82.29,84,100,12.57,JP,1657358183
91,constitucion,-35.3333,-72.4167,52.34,87,100,28.12,CL,1657358183
92,talnakh,69.4865,88.3972,53.67,92,100,8.48,RU,1657358184
93,pangnirtung,66.1451,-65.7125,45,82,99,2.46,CA,1657358184
94,torbay,47.6666,-52.7314,50.29,95,100,8.05,CA,1657358184
95,west wendover,40.7391,-114.0733,76.21,14,0,8.05,US,1657358184
96,caravelas,-17.7125,-39.2481,69.3,91,73,4.65,BR,1657358185
97,henties bay,-22.116,14.2845,60.64,75,0,6.85,NA,1657358185
98,jizan,17.3333,42.6667,97.74,22,100,6.53,SA,1657358185
99,mar del plata,-38.0023,-57.5575,50.09,91,100,25.01,AR,1657358160
100,port alfred,-33.5906,26.891,73.87,29,0,9.98,ZA,1657358186
101,tiznit,29.5833,-9.5,101.25,11,3,2.28,MA,1657358186
102,prabumulih,-3.45,104.25,89.74,51,10,4.41,ID,1657358186
103,chuy,-33.6971,-53.4616,55.09,95,100,11.43,UY,1657358187
104,podporozhye,60.9112,34.1706,70.72,57,65,4.23,RU,1657358187
105,santa teresa,10.2341,-66.6631,71.94,97,97,1.01,VE,1657358187
106,port elizabeth,-33.918,25.5701,80.31,31,0,6.91,ZA,1657357986
107,tucurui,-3.7661,-49.6725,70.23,89,20,2.8,BR,1657358022
108,yumen,40.2833,97.2,93.4,8,1,8.93,CN,1657358188
109,mitsamiouli,-11.3847,43.2844,78.22,61,1,9.46,KM,1657358188
110,pevek,69.7008,170.3133,35.46,97,100,4.99,RU,1657357981
111,calama,-22.4667,-68.9333,43.29,17,100,14.97,CL,1657358188
112,iracoubo,5.4802,-53.2011,75.06,93,77,5.12,GF,1657358189
113,thompson,55.7435,-97.8558,50.16,93,40,2.3,CA,1657358189
114,iguape,-24.7081,-47.5553,64.38,91,100,4,BR,1657358189
115,pisco,-13.7,-76.2167,54.01,94,4,3.44,PE,1657358189
116,sorland,67.667,12.6934,55.26,84,81,12.19,NO,1657358190
117,poya,-21.35,165.15,75.31,86,15,4.43,NC,1657358190
118,tuatapere,-46.1333,167.6833,37.92,77,100,3.27,NZ,1657358190
119,cabo san lucas,22.8909,-109.9124,81.61,61,100,12.17,MX,1657358190
120,kodiak,57.79,-152.4072,53.11,87,100,18.41,US,1657358190
121,la ronge,55.1001,-105.2842,62.85,94,75,2.3,CA,1657358190
122,narsaq,60.9167,-46.05,46.62,81,100,2.39,GL,1657358191
123,eshowe,-28.8865,31.4699,70.84,43,0,11.72,ZA,1657358191
124,aquidauana,-20.4711,-55.7872,65.53,46,5,3.74,BR,1657358191
125,elk grove,38.4088,-121.3716,68.11,73,0,5.75,US,1657358191
126,geraldton,-28.7667,114.6,72.01,68,100,18.41,AU,1657358192
127,takoradi,4.8845,-1.7554,77.86,83,100,11.63,GH,1657358192
128,horasan,40.0458,42.1728,78.66,40,0,3.06,TR,1657358192
129,bilibino,68.0546,166.4372,57.61,76,100,7.85,RU,1657358192
130,boda,4.3189,17.4695,82.27,64,61,6.85,CF,1657358193
131,verkhoyansk,67.5447,133.385,56.37,61,99,9.19,RU,1657358193
132,benghazi,32.1167,20.0667,81.95,71,0,13.96,LY,1657358194
133,khani,41.9563,42.9566,76.57,42,1,5.01,GE,1657358194
134,jamestown,42.097,-79.2353,61.05,90,2,4.56,US,1657358194
135,tona,41.8464,2.2251,84.72,47,0,3,ES,1657358194
136,zhangye,38.9342,100.4517,93.83,12,16,3.83,CN,1657358195
137,mount gambier,-37.8333,140.7667,44.51,93,40,0,AU,1657358195
138,kutum,14.2,24.6667,85.44,34,94,12.24,SD,1657358195
139,saint-francois,46.4154,3.9054,71.67,56,0,4.61,FR,1657358196
140,sal rei,16.1833,-22.9167,75.4,78,100,8.05,CV,1657358196
141,cidreira,-30.1811,-50.2056,61.66,90,100,23.42,BR,1657358196
142,alice springs,-23.7,133.8833,49.55,50,0,8.05,AU,1657358197
143,samarai,-10.6167,150.6667,81.84,79,15,11.34,PG,1657358197
144,upernavik,72.7868,-56.1549,34.88,96,98,11.36,GL,1657358197
145,solnechnyy,50.7214,136.6319,81.37,62,63,7.56,RU,1657358197
146,matara,5.9485,80.5353,85.64,67,100,17.74,LK,1657358197
147,pundaguitan,6.3711,126.1689,82.47,75,100,5.55,PH,1657358198
148,new norfolk,-42.7826,147.0587,49.5,83,77,1.21,AU,1657358198
149,manaus,-3.1019,-60.025,77.5,88,0,4.61,BR,1657358176
150,rabo de peixe,37.8,-25.5833,66.27,88,75,10.36,PT,1657358198
151,shakawe,-18.3667,21.85,73.31,32,0,7.49,BW,1657358199
152,seymchan,62.8833,152.4333,64.04,59,39,18.59,RU,1657358199
153,scottsbluff,41.8666,-103.6672,71.78,80,0,10.36,US,1657358199
154,buraydah,26.326,43.975,104.45,7,13,9.13,SA,1657358199
155,avarua,-21.2078,-159.775,73.45,60,75,8.05,CK,1657358199
156,general roca,-39.0333,-67.5833,42.03,50,0,5.93,AR,1657358200
157,kamyzyak,46.11,48.0736,91.38,24,0,13.42,RU,1657358200
158,kloulklubed,7.0419,134.2556,77.5,78,100,12.59,PW,1657358200
159,sao raimundo nonato,-9.0153,-42.6994,68.58,76,23,7.58,BR,1657358200
160,cairns,-16.9167,145.7667,69.75,80,75,11.5,AU,1657358201
161,zorritos,-3.6805,-80.6782,68.72,78,74,1.7,PE,1657358201
162,araouane,18.9048,-3.5265,100.58,9,1,8.41,ML,1657358201
163,rocha,-34.4833,-54.3333,53.44,94,100,17.54,UY,1657358202
164,sao joao da barra,-21.6403,-41.0511,68.5,92,6,4.12,BR,1657358202
165,hinton,53.4001,-117.5857,48.97,76,21,3.87,CA,1657358202
166,tasiilaq,65.6145,-37.6368,44.76,86,100,6.73,GL,1657358203
167,lebu,-37.6167,-73.65,51.42,91,100,26.06,CL,1657358203
168,ambilobe,-13.2,49.05,84.38,30,4,15.26,MG,1657358203
169,chokurdakh,70.6333,147.9167,52.36,42,100,11.3,RU,1657358204
170,muroto,33.2833,134.15,79.36,87,46,7.99,JP,1657358204
171,khasan,42.4308,130.6434,64.24,99,100,8.88,RU,1657358204
172,khatanga,71.9667,102.5,46.87,90,100,11.68,RU,1657358204
173,mattru,7.6244,-11.8332,75.52,93,99,1.79,SL,1657358205
174,vestmannaeyjar,63.4427,-20.2734,49.19,100,100,28.77,IS,1657358205
175,arawa,-6.2132,155.5367,75.38,82,75,3.94,PG,1657358205
176,cherskiy,68.75,161.3,41.63,82,100,12.44,RU,1657358206
177,maceio,-9.6658,-35.7353,69.24,94,40,2.3,BR,1657358072
178,broome,42.2506,-75.833,63.01,94,0,4.61,US,1657358206
179,ilulissat,69.2167,-51.1,50.02,57,0,1.14,GL,1657358206
180,vila velha,-20.3297,-40.2925,63.95,91,0,1.14,BR,1657357942
181,kruisfontein,-34.0033,24.7314,76.89,17,0,17.72,ZA,1657358207
182,hollister,36.8525,-121.4016,62.74,84,20,0,US,1657358207
183,preobrazheniye,42.9019,133.9064,67.05,85,74,10,RU,1657358207
184,anadyr,64.75,177.4833,47.28,94,100,15.14,RU,1657357980
185,ouango,4.3133,22.5552,84.97,64,66,3.02,CF,1657358208
186,pontes e lacerda,-15.2261,-59.3353,65.62,64,7,1.54,BR,1657358000
187,airai,-8.9266,125.4092,60.28,91,90,3.69,TL,1657358208
188,cayenne,4.9333,-52.3333,76.08,1,0,0,GF,1657358208
189,finsterwalde,51.6333,13.7167,62.19,65,84,10.45,DE,1657358209
190,prince rupert,54.3161,-130.3201,57.29,87,100,11.5,CA,1657358209
191,canchungo,12.0672,-16.0333,78.93,78,77,5.55,GW,1657358210
192,hunsur,12.3075,76.2878,76.62,95,100,9.22,IN,1657358210
193,tzucacab,20.0667,-89.05,72.28,99,85,2.15,MX,1657358210
194,namatanai,-3.6667,152.4333,80.49,72,11,11.12,PG,1657358210
195,avera,33.194,-82.5271,73.54,96,97,4.9,US,1657358210
196,saint-philippe,-21.3585,55.7679,74.79,70,64,16.73,RE,1657358211
197,dakar,14.6937,-17.4441,81.48,78,75,9.22,SN,1657358211
198,berlevag,70.8578,29.0864,53.4,93,100,10.36,NO,1657358211
199,tilichiki,60.4667,166.1,52.81,90,99,6.46,RU,1657358054
200,magalia,39.8121,-121.5783,65.95,41,0,5.66,US,1657358212
201,namibe,-15.1961,12.1522,70.63,67,4,9.28,AO,1657358212
202,sitka,57.0531,-135.33,57.09,88,100,0,US,1657358212
203,drumheller,51.4617,-112.7101,58.84,82,28,0,CA,1657358212
204,hamilton,39.1834,-84.5333,70.43,92,100,4,US,1657358213
205,aswan,24.0934,32.907,98.15,17,98,11.48,EG,1657357922
206,ndioum,16.5129,-14.6471,82.62,60,100,12.26,SN,1657358213
207,dehui,44.5333,125.7,78.57,59,0,9.22,CN,1657358053
208,fairbanks,64.8378,-147.7164,69.3,62,20,6.91,US,1657358214
209,doha,25.2867,51.5333,104.31,49,0,12.66,QA,1657357976
210,tsogni,-2.7942,10.0988,75.79,67,100,9.08,GA,1657358214
211,tornio,65.8481,24.1466,64.42,63,100,7.07,FI,1657358215
212,forestville,38.8451,-76.875,73.17,96,100,10.36,US,1657358215
213,mahon,39.8885,4.2658,82.96,42,0,16.11,ES,1657358094
214,hermsdorf,50.9,11.8667,67.42,86,69,9.37,DE,1657358215
215,jiangkou,25.4872,119.1986,86.79,73,99,11.72,CN,1657358216
216,nome,64.5011,-165.4064,57.27,77,0,3.44,US,1657358216
217,souillac,-20.5167,57.5167,71.98,64,40,13.8,MU,1657358216
218,filadelfia,39.9523,-75.1638,73.51,95,100,3.33,US,1657358099
219,ivybridge,50.3904,-3.9191,73.74,63,0,6.91,GB,1657358216
220,hofn,64.2539,-15.2082,49.66,87,100,4.05,IS,1657358217
221,linxia,35.6003,103.2064,84.83,40,60,2.91,CN,1657358217
222,hilo,19.7297,-155.09,80.28,92,100,3.44,US,1657358001
223,san luis,-33.295,-66.3356,45.55,64,0,6.04,AR,1657358217
224,parry sound,45.3501,-80.033,50.05,81,0,5.73,CA,1657358217
225,mackay,-21.15,149.2,53.69,63,0,11.74,AU,1657358218
226,kombissiri,12.0656,-1.3375,78.78,66,99,13.76,BF,1657358218
227,laramie,41.3114,-105.5911,62.96,70,0,8.05,US,1657358218
228,washougal,45.5826,-122.3534,64.94,83,0,11.5,US,1657358218
229,pierre,44.3683,-100.351,72.86,85,0,8.01,US,1657358219
230,ancud,-41.8697,-73.8203,47.23,92,100,9.24,CL,1657358219
231,roncesvalles,4.0108,-75.6049,49.1,91,100,1.92,CO,1657358219
232,kazlu ruda,54.7667,23.5,66.18,65,10,10.22,LT,1657358220
233,lompoc,34.6391,-120.4579,59.02,89,100,10,US,1657358220
234,copiapo,-27.3667,-70.3333,40.69,74,69,3.76,CL,1657358161
235,havre,49.5833,0.3333,76.19,78,0,5.75,FR,1657358061
236,amga,60.8953,131.9608,74.84,42,71,6.85,RU,1657358221
237,havre-saint-pierre,50.2334,-63.5986,48.56,100,75,8.05,CA,1657358221
238,inhambane,-23.865,35.3833,75.18,64,75,9.22,MZ,1657358221
239,grindavik,63.8424,-22.4338,52.27,87,100,23.02,IS,1657358222
240,uige,-7.6087,15.0613,82.49,27,100,4.5,AO,1657358222
241,riyadh,24.6877,46.7219,105.94,7,87,18.86,SA,1657358033
242,bilma,18.6853,12.9164,99.5,11,44,11.59,NE,1657358222
243,buala,-8.145,159.5921,80.73,75,95,9.75,SB,1657358222
244,hurghada,27.2574,33.8129,92.12,40,2,19.82,EG,1657358077
245,novoorsk,51.381,58.9813,77.65,47,85,4.68,RU,1657358223
246,marsa matruh,31.3525,27.2453,86.05,55,0,14.43,EG,1657358223
247,fortuna,40.5982,-124.1573,57.92,91,55,3.06,US,1657358223
248,lima,-12.0432,-77.0282,59.25,90,100,10.36,PE,1657358084
249,roma,43.2128,-75.4557,58.73,95,0,0,US,1657358224
250,semnan,35.5729,53.3971,97.14,14,46,10.36,IR,1657358102
251,beloha,-25.1667,45.05,76.21,41,0,9.06,MG,1657358224
252,kohima,25.6667,94.1167,77.02,82,57,2.04,IN,1657358224
253,saskylakh,71.9167,114.0833,61,56,82,11.86,RU,1657358225
254,gotsu,35,132.2167,80.47,84,0,5.44,JP,1657358225
255,sur,22.5667,59.5289,87.64,71,100,5.21,OM,1657358225
256,cockburn town,21.4612,-71.1419,81.36,78,29,22.28,TC,1657358226
257,plettenberg bay,-34.0527,23.3716,76.93,24,0,19.86,ZA,1657358104
258,nouakchott,18.0858,-15.9785,75.13,84,34,13.27,MR,1657358065
259,comodoro rivadavia,-45.8667,-67.5,49.86,43,0,14.97,AR,1657358110
260,norman wells,65.282,-126.8329,66.24,55,20,4.61,CA,1657358227
261,shahrud,36.4182,54.9763,88.88,21,60,14.99,IR,1657358223
262,fereydunshahr,32.941,50.121,86.45,15,1,8.41,IR,1657358227
263,bridgewater,44.3835,-64.5155,57.11,88,39,3.44,CA,1657358227
264,okhotsk,59.3833,143.3,63.43,73,88,8.16,RU,1657358227
265,cherrapunji,25.3,91.7,73.27,74,81,2.82,IN,1657358227
266,palkonda,18.6,83.75,82.98,78,100,3.8,IN,1657358228
267,faanui,-16.4833,-151.75,78.51,74,19,13.67,PF,1657358228
268,salalah,17.0151,54.0924,78.89,94,100,10.36,OM,1657358089
269,twin falls,42.3505,-114.6445,67.89,40,0,11.5,US,1657358228
270,jumla,29.2747,82.1838,63.64,97,100,4.43,NP,1657358228
271,vichuga,57.2128,41.9301,77.88,46,84,3.69,RU,1657358228
272,tema,5.667,-0.0166,81.01,83,75,14.97,GH,1657358228
273,margate,51.3813,1.3862,69.31,68,64,5.01,GB,1657358228
274,nizhniy odes,63.6445,54.856,73.54,38,49,7.49,RU,1657358228
275,touros,-5.1989,-35.4608,72.84,88,20,13.18,BR,1657358229
276,vila,42.0304,-8.1588,76.69,40,0,3.51,PT,1657358229
277,kamo,37.65,139.05,86.61,66,100,4.68,JP,1657358229
278,zyryanka,65.75,150.85,49.15,85,100,12.73,RU,1657358044
279,ullapool,57.8987,-5.1604,56.35,83,99,7.45,GB,1657358230
